sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature ;deepest air temperature;média temperature;;;;;;;;;;;;;;;;;;;
4522;Gornja Cerova?ka špilja;Croatia;9.1.2016.;2016-01-09;2f, 1juvf;3;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;700;44.27338;15.88422;tb;deep cave;44.2733815.88422;5;;;;;;;;;;;;;;;;;;;;;;
4523;Gornja Cerova?ka špilja;Croatia;19.12.2015.;2015-12-19;ostaci;;Dysderidae;Stalita;pretneri;Stalita pretneri;700;44.273382;15.884227;Tb;deep cave;44.27338215.884227;2;;;;;;;;;;;;;;;;;;;;;;
4524;Gornja Cerova?ka špilja;Croatia;3.4.2016.;2016-04-03;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;700;44.27338;15.88422;tf;deep cave;44.2733815.88422;5;;;;;;;;;;;;;;;;;;;;;;
4525;Pušina;Croatia;21.6.2014.;2014-06-21;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;724;45.740585;15.35653;;deep cave;45.74058515.35653;4;;;;;;;;;;;;;;;;;;;;;;
4526;Židovske ku?e;Croatia;19.6.2014.;2014-06-19;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.809504;15.476375;Tf;deep cave;45.80950415.476375;7;;;;;;;;;;;;;;;;;;;;;;
4527;Jama u Vrloj strani;Croatia;19.6.2014.;2014-06-19;2f, 2juv;4;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.72605;15.275065;tf;deep cave;45.7260515.275065;1;;;;;;;;;;;;;;;;;;;;;;
4528;Špilja kod Juraševe livade;Croatia;20.6.2014.;2014-06-20;1m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.732825;15.307207;tf;deep cave;45.73282515.307207;1;;;;;;;;;;;;;;;;;;;;;;
4530;Židovske ku?e;Croatia;19.6.2014.;2014-06-19;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.809504;15.476375;Tf;deep cave;45.80950415.476375;7;;;;;;;;;;;;;;;;;;;;;;
4534;Jamina pod Piskom;Croatia;19.6.2014.;2014-06-19;2m, 1f, 2juvm;5;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;370;45.718256;15.417534;tf;deep cave;45.71825615.417534;2;;;;;;;;;;;;;;;;;;;;;;
4535;Jamina pod Piskom;Croatia;19.6.2014.;2014-06-19;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;370;45.718256;15.417534;Tf;deep cave;45.71825615.417534;2;;;;;;;;;;;;;;;;;;;;;;
4537;Bari?eve špilje;Croatia;10.6.2016.;2016-06-10;1m, 1juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44.874474;15.708726;tf;deep cave;44.87447415.708726;5;;;;;;;;;;;;;;;;;;;;;;
4540;Jastrebina špilja;Croatia;13.3.2016.;2016-03-13;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;187;45.456129;15.44341;Tf;deep cave;45.45612915.44341;5;;;;;;;;;;;;;;;;;;;;;;
4541;Dimnja?areva špilja;Croatia;10.10.2015.;2015-10-10;1m;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.37178;14.750133;;;45.3717814.750133;1;;;;;;;;;;;;;;;;;;;;;;
4543;Bukovac;Croatia;3.7.2011.;2011-07-03;1f;1;Linyphiidae;Porrhomma;sp. x;Porrhomma sp. x;881;45.34318;14.757647;;;45.3431814.757647;5;;;;;;;;;;;;;;;;;;;;;;
4544;?ulin ponor-Medvedica;Croatia;22.6.2014.;2014-06-22;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;320;45.267036;15.223745;;;45.26703615.223745;3;;;;;;;;;;;;;;;;;;;;;;
4545;?ulin ponor-Medvedica;Croatia;22.6.2014.;2014-06-22;1m;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;320;45.267036;15.223745;;deep cave;45.26703615.223745;3;;;;;;;;;;;;;;;;;;;;;;
4546;?ulin ponor-Medvedica;Croatia;22.6.2014.;2014-06-22;1f, 2juv ?;3;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;320;45.267036;15.223745;;deep cave;45.26703615.223745;3;;;;;;;;;;;;;;;;;;;;;;
4548;Lokvarka;Croatia;14.11.2015.;2015-11-14;1juv;1;Dysderidae;Parastalita;stygia;Parastalita stygia;775;45.361466;14.762671;Tb;deep cave;45.36146614.762671;2;;;;;;;;;;;;;;;;;;;;;;
4549;Jama kod Lugarnice;Croatia;4.10.2015.;2015-10-04;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;570;45.327864;15.092353;tf;deep cave;45.32786415.092353;3;;;;;;;;;;;;;;;;;;;;;;
4550;Špilja Tubaruša;Croatia;24.6.2016.;2016-06-24;2juvm, 1juv;3;Linyphiidae;Troglohyphantes;sp. 4;Troglohyphantes sp. 4;;44.625161;15.086452;tb;deep cave;44.62516115.086452;1;;;;;;;;;;;;;;;;;;;;;;
4551;Pušina;Croatia;3.11.2002.;2002-11-03;1f;1;Dysderidae;Harpactea;lepida;Harpactea lepida;724;45.740585;15.35653;Tx;deep cave;45.74058515.35653;4;;;;;;;;;;;;;;;;;;;;;;
4552;Provala;Croatia;2.11.2002.;2002-11-02;ostaci prosome;;Dysderidae;Mesostalita;sp. 1;Mesostalita sp. 1;;45.696538;15.438161;Tb;deep cave;45.69653815.438161;3;;;;;;;;;;;;;;;;;;;;;;
4553;Jama u Lukama;Croatia;9.3.2003.;2003-03-09;1m, 1f, 1juv;3;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.738211;15.292957;;;45.73821115.292957;1;;;;;;;;;;;;;;;;;;;;;;
4554;Mili?ka;Croatia;21.9.2002.;2002-09-21;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.716744;15.310831;Tf;deep cave;45.71674415.310831;6;;;;;;;;;;;;;;;;;;;;;;
4555;Špilja u Japagama;Croatia;1.12.2002.;2002-12-01;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.734425;15.394925;;;45.73442515.394925;1;;;;;;;;;;;;;;;;;;;;;;
4556;Zidane pe?ine;Croatia;28.2.2010.;2010-02-28;1f, 1juv;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;400;45.738992;15.497143;tf;deep cave;45.73899215.497143;7;;;;;;;;;;;;;;;;;;;;;;
4557;Zidane pe?ine;Croatia;28.2.2010.;2010-02-28;1m;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;400;45.738992;15.497143;tf;deep cave;45.73899215.497143;7;;;;;;;;;;;;;;;;;;;;;;
4558;Jamina;Croatia;2.11.2002.;2002-11-02;2f;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.699157;15.424684;Tf;deep cave;45.69915715.424684;3;;;;;;;;;;;;;;;;;;;;;;
4559;Grgosova špilja stara;Croatia;13.10.2004.;2004-10-13;1m;1;Amaurobidae;Amaurobius;ferox;Amaurobius ferox;;45.818969;15.67855;Tf;deep cave;45.81896915.67855;6;;;;;;;;;;;;;;;;;;;;;;
4561;Provala;Croatia;16.11.2003.;2003-11-16;2m;2;Dysderidae;Mesostalita;sp. 1;Mesostalita sp. 1;;45.696538;15.438161;Tb;deep cave;45.69653815.438161;3;;;;;;;;;;;;;;;;;;;;;;
4562;Jamina;Croatia;2.11.2002.;2002-11-02;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.699157;15.424684;Tf;deep cave;45.69915715.424684;3;;;;;;;;;;;;;;;;;;;;;;
4563;Spilja kod izvora To?ak;Croatia;27.11.2000.;2000-11-27;2m, 1f;3;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;602;45.725052;15.320972;Tf;deep cave;45.72505215.320972;4;;;;;;;;;;;;;;;;;;;;;;
4565;Spilja kod izvora To?ak;Croatia;7.3.1999.;1999-03-07;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;602;45.725052;15.320972;Tf;deep cave;45.72505215.320972;4;;;;;;;;;;;;;;;;;;;;;;
4566;Židovske ku?e;Croatia;21.12.2003.;2003-12-21;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.809504;15.476375;Tf;deep cave;45.80950415.476375;7;;;;;;;;;;;;;;;;;;;;;;
4567;Židovske ku?e;Croatia;21.12.2003.;2003-12-21;2f, 1juv;3;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.809504;15.476375;;;45.80950415.476375;7;;;;;;;;;;;;;;;;;;;;;;
4568;Židovske ku?e;Croatia;28.6.1998.;1998-06-28;3f, 1m, 1juv;5;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.809504;15.476375;Tf;deep cave;45.80950415.476375;7;;;;;;;;;;;;;;;;;;;;;;
4570;Mili?ka;Croatia;26.4.2003.;2003-04-26;1f, 1juv;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.716744;15.310831;Tf;deep cave;45.71674415.310831;6;;;;;;;;;;;;;;;;;;;;;;
4571;Mili?ka;Croatia;26.4.2003.;2003-04-26;1m;1;Hahniidae;Hahnia;sp.;Hahnia sp.;;45.716744;15.310831;;;45.71674415.310831;6;;;;;;;;;;;;;;;;;;;;;;
4572;Vugrinova špilja;Croatia;7.7.2009.;2009-07-07;1f;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;310;45.77395;15.70102;tf;deep cave;45.7739515.70102;7;;;;;;;;;;;;;;;;;;;;;;
4574;Špilja u Japagama;Croatia;1.12.2002.;2002-12-01;3f, 1juvm, 1juv;5;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.734425;15.394925;;;45.73442515.394925;1;;;;;;;;;;;;;;;;;;;;;;
4575;Židovske ku?e;Croatia;28.6.1998.;1998-06-28;1m, 1juv;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.809504;15.476375;Tf;deep cave;45.80950415.476375;7;;;;;;;;;;;;;;;;;;;;;;
4576;Mramor;Croatia;8.12.2002.;2002-12-08;1f, 1juv;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;385;45.73408;15.489569;Tf;deep cave;45.7340815.489569;1;;;;;;;;;;;;;;;;;;;;;;
4579;Vrta?a kod špilje Kame Hame;Croatia;24.6.2006.;2006-06-24;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.551639;14.518065;;;45.55163914.518065;2;;;;;;;;;;;;;;;;;;;;;;
4580;Jama Podrstreh;Croatia;30.6.2006.;2006-06-30;1m;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.553711;14.50392;;;45.55371114.50392;2;;;;;;;;;;;;;;;;;;;;;;
4581;Jama Podrstreh;Croatia;30.6.2006.;2006-06-30;1m;1;Gnaphosidae;Gen.;sp.;Gen. sp.;;45.553711;14.50392;Tx;;45.55371114.50392;2;;;;;;;;;;;;;;;;;;;;;;
4586;Medvje?a špilja;Croatia;25.5.2008.;2008-05-25;1f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;809;45.363572;14.757905;tb;deep cave;45.36357214.757905;3;;;;;;;;;;;;;;;;;;;;;;
4587;Dvojama, Klana;Croatia;29.3.2007.;2007-03-29;2f, 2juv;4;Tetragnathidae;Metellina;merianae;Metellina merianae;;45.448806;14.424279;Tf;deep cave;45.44880614.424279;3;;;;;;;;;;;;;;;;;;;;;;
4588;Dvojama, Klana;Croatia;29.3.2007.;2007-03-29;4f;4;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;625;45.448806;14.424279;tb;deep cave;45.44880614.424279;3;;;;;;;;;;;;;;;;;;;;;;
4590;Špilja pod Ma?kovom dragom;Croatia;13.10.2012.;2012-10-13;1jumv;1;Dysderidae;Parastalita;stygia;Parastalita stygia;620;45.261001;15.023822;Tb;deep cave;45.26100115.023822;1;7,4;;;;;;;;;;;;;;;;;;;;;
4592;Mala špilja u Krugu;Croatia;17.4.2011.;2011-04-17;1f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;635;45.447112;14.423785;tb;deep cave;45.44711214.423785;1;;;;;;;;;;;;;;;;;;;;;;
4593;Jama kod Vrbovskog;Croatia;30.9.1996.;1996-09-30;2m;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45.358714;15.073242;tb;deep cave;45.35871415.073242;2;;;;;;;;;;;;;;;;;;;;;;
4596;Lokvarka;Croatia;17.3.2007.;2007-03-17;1f, 1juvm;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;775;45.361466;14.762671;tb;deep cave;45.36146614.762671;2;;;;;;;;;;;;;;;;;;;;;;
4597;Zlobin;Croatia;22.2.1999.;1999-02-22;1m;1;Amaurobidae;Amaurobius;ferox;Amaurobius ferox;;45.2937242481527;14.6543386123001;Tf;epigean habitat;45.293724248152714.6543386123001;1;;;;;;;;;;;;;;;;;;;;;;
4598;Brezdanja?a na Stražbenici;Croatia;11.11.1995.;1995-11-11;2m;2;Tetragnathidae;Meta;menardi;Meta menardi;;45.26712;14.691436;Tf;deep cave;45.2671214.691436;4;;;;;;;;;;;;;;;;;;;;;;
4599;Jama Jagodica;Croatia;5.6.2015.;2015-06-05;1m, 1f, 2juv;4;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44.276013;15.861388;tb;deep cave;44.27601315.861388;1;;;;;;;;;;;;;;;;;;;;;;
4600;Jama Mlohavog borera;Croatia;10.7.2015.;2015-07-10;3f, 4juvm, 2juv;9;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44.276935;15.856411;tb;deep cave;44.27693515.856411;1;;;;;;;;;;;;;;;;;;;;;;
4601;Jama u Zubu Buljme;Croatia;3.12.2011.;2011-12-03;1juv;1;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.367962;15.465624;tb;deep cave;44.36796215.465624;1;;;;;;;;;;;;;;;;;;;;;;
4602;Jama u Zubu Buljme;Croatia;3.12.2011.;2011-12-03;2f, 1juv;3;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.367962;15.465624;tb;deep cave;44.36796215.465624;1;;;;;;;;;;;;;;;;;;;;;;
4603;Špecina špajza;Croatia;29.6.2013.;2013-06-29;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;44.284993;15.457556;;;44.28499315.457556;1;;;;;;;;;;;;;;;;;;;;;;
4604;Gornja Cerova?ka špilja;Croatia;4.12.2911.;2011-12-04;2juv;2;Agelenidae;Tegenaria;sp.;Tegenaria sp.;700;44.27338;15.88422;;;44.2733815.88422;5;;;;;;;;;;;;;;;;;;;;;;
4605;Lucinka;Croatia;8.6.2006.;2006-06-08;2m, 2f, 4juv;8;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;;44.294512;15.515362;tb;deep cave;44.29451215.515362;1;;;;;;;;;;;;;;;;;;;;;;
4606;Bezdanka;Croatia;28.4.2013.;2013-04-28;2juv;2;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;565;44.227473;15.852219;tb;deep cave;44.22747315.852219;2;;;;;;;;;;;;;;;;;;;;;;
4607;Špecina špajza;Croatia;29.6.2013.;2013-06-29;1juvm, 1juv;2;Agelenidae;Histopona;sp.;Histopona sp.;;44.284993;15.457556;;;44.28499315.457556;1;;;;;;;;;;;;;;;;;;;;;;
4608;Marasovi?a špilja;Croatia;7.6.2006.;2006-06-07;1m, 1f, 3juv;5;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;;44.309906;15.481716;tb;deep cave;44.30990615.481716;2;;;;;;;;;;;;;;;;;;;;;;
4609;Bezdanka;Croatia;28.4.2013.;2013-04-28;2f, 2juvm;4;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;565;44.227473;15.852219;tb;deep cave;44.22747315.852219;2;;;;;;;;;;;;;;;;;;;;;;
4610;Vratolomka;Croatia;31.7.2006.;2006-07-31;2f, 2m;4;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;;44.191701;15.785015;tb;deep cave;44.19170115.785015;2;;;;;;;;;;;;;;;;;;;;;;
4611;Mokra?a;Croatia;28.6.1999.;1999-06-28;1f, 2juv;3;Tetragnathidae;Metellina;merianae;Metellina merianae;;44.339551;15.506916;Tf;deep cave;44.33955115.506916;1;;;;;;;;;;;;;;;;;;;;;;
4613;Markova špilja, Seline;Croatia;19.12.2012.;2012-12-19;1m;1;Linyphiidae;Centromerus;densidentatus sp.n.;Centromerus densidentatus sp.n.;14;44.279837;15.47716;;;44.27983715.47716;3;;;;;;;;;;;;;;;;;;;;;;
4614;Jama u Zubu Buljme;Croatia;3.12.2011.;2011-12-03;1m, 2f, 2juvm, 1juv;6;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44.367962;15.465624;tb;deep cave;44.36796215.465624;1;;;;;;;;;;;;;;;;;;;;;;
4615;Donja Cerova?ka špilja;Croatia;4.12.2011.;2011-12-04;1f;1;Agelenidae;Tegenaria;sp. 5;Tegenaria sp. 5;610;44.275019;15.882324;;;44.27501915.882324;1;;;;;;;;;;;;;;;;;;;;;;
4616;Lasi?a špilja;Croatia;22.6.2009.;2009-06-22;1m;1;Linyphiidae;Troglohyphantes;sp. 3;Troglohyphantes sp. 3;;44.89408;15.09091;tb;deep cave;44.8940815.09091;2;;;;;;;;;;;;;;;;;;;;;;
4617;Lasi?a špilja;Croatia;22.6.2009.;2009-06-22;1f;1;Linyphiidae;Troglohyphantes;sp. 3;Troglohyphantes sp. 3;;44.89408;15.09091;tb;deep cave;44.8940815.09091;2;;;;;;;;;;;;;;;;;;;;;;
4618;Ami?ina pe?ina;Croatia;10.6.2012.;2012-06-10;1m, 1juv;2;Dysderidae;Parastalita;stygia;Parastalita stygia;;44.636775;15.361277;Tb;deep cave;44.63677515.361277;1;;;;;;;;;;;;;;;;;;;;;;
4619;Sini?i? špilja;Croatia;7.10.2006.;2006-10-07;2m, 4f;6;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44.990698;15.177848;tf;deep cave;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4620;Vranovinski ponor;Croatia;28.6.2011.;2011-06-28;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;560;44.636188;15.272803;Tb;deep cave;44.63618815.272803;1;;;;;;;;;;;;;;;;;;;;;;
4621;Sini?i? špilja;Croatia;7.10.2006.;2006-10-07;2f, 1juvm ;3;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44.990698;15.177848;tf;deep cave;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4622;Sini?i? špilja;Croatia;29.4.2004.;2004-04-29;1m;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44.990698;15.177848;tf;deep cave;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4623;Sini?i? špilja;Croatia;7.10.2006.;2006-10-07;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;44.990698;15.177848;;;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4624;Sini?i? špilja;Croatia;14.4.2012.;2012-04-14;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44.990698;15.177848;tf;deep cave;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4625;Sini?i? špilja;Croatia;7.10.2006.;2006-10-07;1m, 1f;2;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44.990698;15.177848;tf;deep cave;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4626;Vrani?ka špilja;Croatia;19.2.2006.;2006-02-19;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;44.422356;15.696222;Tf;deep cave;44.42235615.696222;2;;;;;;;;;;;;;;;;;;;;;;
4627;Vrani?ka špilja;Croatia;19.2.2006.;2006-02-19;1f, 1juv;2;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44.422356;15.696222;tb;deep cave;44.42235615.696222;2;;;;;;;;;;;;;;;;;;;;;;
4630;Lasi?a špilja;Croatia;12.6.2009.;2009-06-12;1f, 1juvm;2;Linyphiidae;Troglohyphantes;sp. 3;Troglohyphantes sp. 3;;44.89408;15.09091;tb;deep cave;44.8940815.09091;2;;;;;;;;;;;;;;;;;;;;;;
4631;Kukuruzovi?eva špilja;Croatia;18.6.2005.;2005-06-18;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;44.914821;15.702486;Tf;deep cave;44.91482115.702486;3;;;;;;;;;;;;;;;;;;;;;;
4632;Vrani?ka špilja;Croatia;8.5.2004.;2004-05-08;1f, 1juvm;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;44.422356;15.696222;Tf;deep cave;44.42235615.696222;2;;;;;;;;;;;;;;;;;;;;;;
4634;Jama kod uš?a Plitvice;Croatia;20.9.2005.;2005-09-20;1f;1;Linyphiidae;Saaristoa;firma;Saaristoa firma;;44.902923;15.605417;Tx;deep cave;44.90292315.605417;2;;;;;;;;;;;;;;;;;;;;;;
4635;Špilja pod Opaljenim vrškom;Croatia;21.9.2005.;2005-09-21;1f;1;Amaurobidae;Amaurobius;sp. 4;Amaurobius sp. 4;;44.88699;15.522741;Tx;deep cave;44.8869915.522741;1;;;;;;;;;;;;;;;;;;;;;;
4636;Šari?a špilja;Croatia;20.9.2012.;2012-09-20;1m, 2f, 1juvm, 1juv;5;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44.422471;15.696227;tb;deep cave;44.42247115.696227;1;;;;;;;;;;;;;;;;;;;;;;
4639;Sini?i? špilja;Croatia;3.1.2010.;2010-01-03;1f;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;44.990698;15.177848;;deep cave;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4640;Sini?i? špilja;Croatia;3.1.2010.;2010-01-03;1f, 2juv;3;Amaurobidae;Amaurobius;sp. 4;Amaurobius sp. 4;;44.990698;15.177848;Tx;;44.99069815.177848;6;;;;;;;;;;;;;;;;;;;;;;
4642;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;804;45.887195;15.927871;;;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4643;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1m, 4juv;5;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;804;45.887195;15.927871;tx;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4644;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1f, 1juv;2;Amaurobidae;Amaurobius;fenestralis;Amaurobius fenestralis;804;45.887195;15.927871;Tx;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4645;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1f, 1juvm, 6 juv;8;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;804;45.887195;15.927871;tx;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4646;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;2f, 2juv;4;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;804;45.887195;15.927871;tx;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4647;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1f, 3juv;4;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;804;45.887195;15.927871;tx;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4648;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1m;1;Dysderidae;Harpactea;lepida;Harpactea lepida;804;45.887195;15.927871;Tx;deep cave;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4649;Rudnik Zrinski;Croatia;8.10.2008.;2008-10-08;1m, 1f, 1juv;3;Linyphiidae;Gen.;sp. X;Gen. sp. X;804;45.887195;15.927871;;;45.88719515.927871;9;;;;;;;;;;;;;;;;;;;;;;
4650;Veternica;Croatia;30.6.2008.;2008-06-30;1f, 2m, 1juv;4;Linyphiidae;Diplocephalus;alpinus;Diplocephalus alpinus;330;45.841058;15.873642;;;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
4652;Veternica;Croatia;13.2.2010.;2010-02-13;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
4653;Velika pe? (Rog);Croatia;20.3.2005.;2005-03-20;2f, 1juv;3;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.93776;16.06234;;;45.9377616.06234;4;;;;;;;;;;;;;;;;;;;;;;
4654;Velika pe? (Rog);Croatia;20.3.2005.;2005-03-20;1m;1;Linyphiidae;Diplocephalus;alpinus;Diplocephalus alpinus;;45.93776;16.06234;Tf;deep cave;45.9377616.06234;4;;;;;;;;;;;;;;;;;;;;;;
4657;Špilja u kamenolomu Otruševac;Croatia;13.11.2010.;2010-11-13;2m, 6f, 3juv;11;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45.819885;15.679061;tf;deep cave;45.81988515.679061;1;;;;;;;;;;;;;;;;;;;;;;
4683;Led 1;Croatia;19.5.2016.;2016-05-19;1m, 4f, 4juv;9;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;1475;43.344045;17.057588;Tf;deep cave;43.34404517.057588;3;;;;;;;;;;;;;;;;;;;;;;
4684;Šimunkovi?a špilja;Croatia;6.4.2007.;2007-04-06;1f;1;Linyphiidae;Centromerus;densidentatus sp.n.;Centromerus densidentatus sp.n.;50;42.978588;17.129081;;;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
4685;Šimunkovi?a špilja;Croatia;6.4.2007.;2007-04-06;2juv;2;Leptonetidae;Barusia;korculana;Barusia korculana;50;42.978588;17.129081;tb;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
4686;Šimunkovi?a špilja;Croatia;3.11.2016.;2016-11-03;1f, 2juv;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;50;42.978588;17.129081;tf;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
4687;Šimunkovi?a špilja;Croatia;3.11.2016.;2016-11-03;1m, 2f, 2juv;5;Leptonetidae;Barusia;korculana;Barusia korculana;50;42.978588;17.129081;tb;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
4688;Šimunkovi?a špilja;Croatia;3.11.2016.;2016-11-03;3m, 7f, 2juv;12;Leptonetidae;Barusia;korculana;Barusia korculana;50;42.978588;17.129081;tb;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
4689;Šimunkovi?a špilja;Croatia;3.11.2016.;2016-11-03;1juv;1;Dysderidae;Folkia;sp. 4;Folkia sp. 4;50;42.978588;17.129081;Tb;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
4690;Šimunkovi?a špilja;Croatia;3.11.2016.;2016-11-03;3f, 4juv;7;Leptonetidae;Barusia;korculana;Barusia korculana;50;42.978588;17.129081;tb;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
