sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,Z,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates
1656,Stara jametina,Croatia,10.10.2010.,2010-10-10,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
1657,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1m, 1f, 4 juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0002,16.016234,tf,deep cave,#N/A
1658,Stara jametina,Croatia,10.10.2010.,2010-10-10,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
1659,Stara jametina,Croatia,10.10.2010.,2010-10-10,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,,43.794009,16.00259,,deep cave,#N/A
1661,Golubinka na Pozdravljanju,Croatia,9.10.2010.,2010-10-09,"1m, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.831451,15.925122,tf,deep cave,#N/A
1662,Špiljski sustav Miljacka 1-5,Croatia,8.10.2010.,2010-10-08,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.004754,16.023086,tf,deep cave,#N/A
1663,Sedrena špilja kod stola,Croatia,5.10.2010.,2010-10-05,1 m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.01385,16.068978,tf,deep cave,#N/A
1664,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1m, 1f",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0002,16.016234,tf,deep cave,#N/A
1665,Jazinka,Croatia,10.10.2010.,2010-10-10,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,235,43.975892,16.029694,Tb,deep cave,#N/A
1667,Stara jametina,Croatia,10.10.2010.,2010-10-10,1m,1,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,,43.794009,16.00259,Tf,deep cave,#N/A
1668,Stara jametina,Croatia,10.10.2010.,2010-10-10,1f,1,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,,43.794009,16.00259,Tf,deep cave,#N/A
1669,Stara jametina,Croatia,10.10.2010.,2010-10-10,1f,1,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,,43.794009,16.00259,Tf,deep cave,#N/A
1674,Golubinka na Pozdravljanju,Croatia,9.10.2010.,2010-10-09,"1m, 2f",3,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,,43.831451,15.925122,Tf,deep cave,#N/A
1675,Jama nasuprot Torka,Croatia,9.10.2010.,2010-10-09,"1f, 4 juv",5,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.82018,16.012303,tf,deep cave,#N/A
1676,Jama nasuprot Torka,Croatia,9.10.2010.,2010-10-09,1m,1,Agelenidae,Inermocoelotes,gasperinii,Inermocoelotes gasperinii,,43.82018,16.012303,,deep cave,#N/A
1677,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1f, 1m",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0002,16.016234,tf,deep cave,#N/A
1678,Miljacka 2,Croatia,8.10.2010.,2010-10-08,1f,1,Agelenidae,Tegenaria,domestica,Tegenaria domestica,,44.0002,16.016234,Tf,deep cave,#N/A
1679,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1f, 2 juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0002,16.016234,tf,deep cave,#N/A
1680,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1f, 1m",2,Agelenidae,Tegenaria,domestica,Tegenaria domestica,,44.0002,16.016234,Tf,deep cave,#N/A
1681,Stara jametina,Croatia,10.10.2010.,2010-10-10,4 juv,4,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
1683,Trogrla jama,Croatia,9.10.2010.,2010-10-09,"1m, 1f",2,Tetragnathidae,Meta,bourneti,Meta bourneti,,44.014335,16.065195,Tf,deep cave,#N/A
1684,Stara jametina,Croatia,10.10.2010.,2010-10-10,"2m, 6f, 1 juv",9,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
1685,Stara jametina,Croatia,10.10.2010.,2010-10-10,"2m, 2f",4,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
1686,Stara jametina,Croatia,10.10.2010.,2010-10-10,1f,1,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
1687,Stara jametina,Croatia,10.10.2010.,2010-10-10,1f,1,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
1688,Stara jametina,Croatia,10.10.2010.,2010-10-10,1f,1,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
1689,Stara jametina,Croatia,10.10.2010.,2010-10-10,1f,1,Theridiidae,Episinus,cavernicola,Episinus cavernicola,,43.794009,16.00259,Tf,deep cave,#N/A
1694,Pavšića peća,Croatia,30.7.2007.,2007-07-30,1m,1,Tetragnathidae,Meta,bourneti,Meta bourneti,,43.786027,16.665515,Tf,deep cave,#N/A
1695,Kranjica pećina,Croatia,13.10.2007.,2007-10-13,1f,1,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,820,43.959462,16.475197,,deep cave,#N/A
1697,Bundalova pećina,Croatia,11.7.2009.,2009-07-11,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,230,44.195721,15.855588,,deep cave,#N/A
1698,Bojina jama,Croatia,5.8.2010.,2010-08-05,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,1075,44.349429,15.412027,Tb,deep cave,#N/A
1699,Frkina jama,Croatia,20.11.2010.,2010-11-20,"1f, 1 juv ",2,Tetragnathidae,Metellina,merianae,Metellina merianae,,44.21424,15.998543,Tf,deep cave,#N/A
1700,Budin pupak,Croatia,6.8.2009.,2009-08-06,1f,1,Linyphiidae,Gen. 10,sp. 1,Gen. 10 sp. 1,,44.739729,15.089755,,,#N/A
1701,Šipun,Croatia,27.3.2003.,2003-03-27,1 juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1703,Šipun,Croatia,27.3.2003.,2003-03-27,2 juv,2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1704,Šipun,Croatia,19.8.2005.,2005-08-19,1 juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1705,Šipun,Croatia,27.3.2003.,2003-03-27,1 juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1706,Šipun,Croatia,27.6.2003.,2003-06-27,1 juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1707,Šipun,Croatia,19.8.2005.,2005-08-19,"1m, 1f",2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1709,Šipun,Croatia,29.6.2000.,2000-06-29,6 juv,6,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1710,Tučepska vilenjača,Croatia,17.6.2002.,2002-06-17,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1181,43.286465,17.083638,Tb,deep cave,#N/A
1711,Močiljska špilja,Croatia,1.11.2003.,2003-11-01,1 juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,,42.689061,18.071906,Tb,deep cave,#N/A
1712,Tučepska vilenjača,Croatia,9.4.1999.,1999-04-09,1m,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1181,43.286465,17.083638,Tb,deep cave,#N/A
1713,Šipun,Croatia,11.2.2005.,2005-02-11,2 juv,2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
1716,Jama Vrapčanka,Croatia,8.2.2004.,2004-02-08,1m,1,Familia x,Gen.,sp.,Gen. sp.,397,45.848567,15.892337,,,#N/A
1719,Đurovića jama,Croatia,27.5.2004.,2004-05-27,1 juv,1,Leptonetidae,Gen.,sp.,Gen. sp.,,42.559979,18.263559,,,#N/A
1720,Miljacka 2,Croatia,6.1.2005.,2005-01-06,1m,1,Tetragnathidae,Metellina,merianae,Metellina merianae,,44.0002,16.016234,Tf,deep cave,#N/A
1725,Rudnik Zrinski,Croatia,8.10.2008.,2008-10-08,1 juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,804,45.887195,15.927871,,deep cave,#N/A
1726,Močiljska špilja,Croatia,28.4.2010.,2010-04-28,1 juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,,42.689061,18.071906,Tb,deep cave,#N/A
1728,Rudina,Croatia,9.9.2004.,2004-09-09,1 juv,1,Dysderidae,Stalagtia,sp.,Stalagtia sp.,,42.721999,18.015321,,,#N/A
1730,Špilja u uvali Predpeć,Croatia,23.1.2011.,2011-01-23,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,7,45.291576,14.510419,tf,deep cave,#N/A
1731,Zagorska peć kod Ogulina,Croatia,7.9.2009.,2009-09-07,"2m, 1f, 3 juv",6,Dysderidae,Parastalita,stygia,Parastalita stygia,335,45.196851,15.219904,Tb,deep cave,#N/A
1732,Zagorska peć kod Ogulina,Croatia,7.9.2009.,2009-09-07,1juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,335,45.196851,15.219904,Tb,deep cave,#N/A
1733,Pišurka,Croatia,1.10.2007.,2007-10-01,"3f, 3 juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,39,42.959451,17.129228,tf,deep cave,#N/A
1734,Pišurka,Croatia,1.10.2007.,2007-10-01,"1f, 2 juv",3,Dysderidae,Folkia,haasi,Folkia haasi,,42.959451,17.129228,Tb,deep cave,#N/A
1735,Velebita- Dva javora,Croatia,12.-13.8.2007.,2007-08-12/2007-08-12,1m,1,Dysderidae,Gen. 1,sp. 1,Gen. 1 sp. 1,1560,44.757596,14.98636,Tb,deep cave,#N/A
1736,Slovačka jama,Croatia,3.8.2002.,2002-08-03,1f,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.748943,15.003173,Tb,deep cave,#N/A
1737,Gornja Cerovačka špilja,Croatia,16.8.2006.,2006-08-16,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,700,44.273382,15.884227,Tb,deep cave,#N/A
1738,Gornja Cerovačka špilja,Croatia,6.6.2006.,2006-06-06,1 juv,1,Dysderidae,Parastalita,stygia,Parastalita stygia,700,44.273382,15.884227,Tb,deep cave,#N/A
1739,Gornja Cerovačka špilja,Croatia,4.8.1998.,1998-08-04,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,700,44.273382,15.884227,Tb,deep cave,#N/A
1740,Gornja Cerovačka špilja,Croatia,6.6.2006.,2006-06-06,ostaci,,Dysderidae,Parastalita,stygia,Parastalita stygia,700,44.273382,15.884227,Tb,deep cave,#N/A
1741,Manita peć,Croatia,7.6.2006.,2006-06-07,"1m, 1f, 1 juv",3,Dysderidae,Parastalita,stygia,Parastalita stygia,520,44.314302,15.475264,Tb,deep cave,#N/A
1742,Manita peć,Croatia,7.6.2006.,2006-06-07,2 juv,2,Dysderidae,Parastalita,stygia,Parastalita stygia,520,44.314302,15.475264,Tb,deep cave,#N/A
1743,Čude špilja,Croatia,4.8.2006.,2006-08-04,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,70,44.212351,15.741592,Tb,deep cave,#N/A
1745,Babića Snježnjača,Croatia,9.6.1984.,1984-06-09,1 f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.209779,16.103991,Tb,deep cave,#N/A
1746,Lasića špilja,Croatia,22.6.2009.,2009-06-22,1 juv m,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.89408,15.09091,Tb,deep cave,#N/A
1747,Izvor špilja Studenac,Croatia,1.8.2010.,2010-08-01,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.134692,15.542765,Tb,deep cave,#N/A
1748,Bukovac,Croatia,20.2.1999.,1999-02-20,2 juv,2,Dysderidae,Stalita,pretneri,Stalita pretneri,881,45.34318,14.757647,Tb,deep cave,#N/A
1749,Špilja kod Stare Sušice,Croatia,25.7.2009.,2009-07-25,"1m, 1f",2,Dysderidae,Parastalita,stygia,Parastalita stygia,725,45.387689,14.994379,Tb,deep cave,#N/A
1750,Špilja pod Mačkovom dragom,Croatia,10.7.2010.,2010-07-10,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,620,45.261001,15.023822,Tb,deep cave,#N/A
1752,Špilja za Gromačkom vlakom,Croatia,27.4.2010.,2010-04-27,"1m, 2f, 1 juv",4,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,605,42.743509,18.027359,Tb,deep cave,#N/A
1773,Kaverna pod vijaduktom kod Puljana,Croatia,23.6.2010.,2010-06-23,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.109322,17.475929,tf,deep cave,#N/A
1774,Jasena ponor,Croatia,4.8.2010.,2010-08-04,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.221246,17.2767,Tb,deep cave,#N/A
1775,Jamica u Docima,Croatia,30.4.2010.,2010-04-30,2 juv,2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,310,43.066324,17.560915,Tb,deep cave,#N/A
1776,Močiljska špilja,Croatia,28.4.2010.,2010-04-28,1m,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,,42.689061,18.071906,Tb,deep cave,#N/A
1777,Vilina špilja-Izvor Omble,Croatia,29.4.2010.,2010-04-29,1f,1,Dysderidae,Stalagtia,sp. 2,Stalagtia sp. 2,137,42.67716,18.136236,Tb,deep cave,#N/A
1778,Vilina špilja-Izvor Omble,Croatia,29.4.2010.,2010-04-29,"1f, 1juv, 1juvm",3,Dysderidae,Stalagtia,sp. 2,Stalagtia sp. 2,137,42.67716,18.136236,Tb,deep cave,#N/A
1779,Špilja za Gromačkom vlakom,Croatia,27.4.2010.,2010-04-27,1 juv,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,605,42.743509,18.027359,Tb,deep cave,#N/A
1780,Maica Golubinka,Croatia,21.6.2010.,2010-06-21,1m,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.108853,17.566424,Tb,deep cave,#N/A
1781,Špilja za Gromačkom vlakom,Croatia,27.4.2010.,2010-04-27,1m,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,605,42.743509,18.027359,Tb,deep cave,#N/A
1782,Čampari,Croatia,29.11.2008.,2008-11-29,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,312,45.123809,14.333655,tf,deep cave,#N/A
1784,Perčevića špilja,Croatia,29.1.2008.,2008-01-29,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,207,45.242617,15.336296,tf,deep cave,#N/A
1786,Samograd,Croatia,30.9.2007.,2007-09-30,1 juv,1,Dysderidae,Folkia,haasi,Folkia haasi,,42.970451,16.995978,Tb,deep cave,#N/A
1787,Samograd,Croatia,30.9.2007.,2007-09-30,1 juv,1,Dysderidae,Folkia,haasi,Folkia haasi,,42.970451,16.995978,Tb,deep cave,#N/A
1788,Jama pod Vošcem,Croatia,15.7.2008.,2008-07-15,1 juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,1300,43.309566,17.046435,,,#N/A
1789,Medvjeđa špilja,Croatia,25.5.2008.,2008-05-25,"1m, 1f",2,Dysderidae,Parastalita,stygia,Parastalita stygia,809,45.363572,14.757905,Tb,deep cave,#N/A
1790,Pustinja,Croatia,7.6.2008.,2008-06-07,1 juv,1,Dysderidae,Parastalita,stygia,Parastalita stygia,775,45.372172,14.808873,Tb,deep cave,#N/A
1791,Samograd,Croatia,30.9.2007.,2007-09-30,1 juv,1,Dysderidae,Folkia,haasi,Folkia haasi,,42.970451,16.995978,Tb,deep cave,#N/A
1794,Francuski rudnik 1,Croatia,19.11.2004.,2004-11-19,1m,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,45.91305,15.940454,Tf,deep cave,#N/A
1795,Vila,Croatia,6.11.2007.,2007-11-06,1m,1,Agelenidae,Inermocoelotes,inermis,Inermocoelotes inermis,613,46.265771,15.995721,,deep cave,#N/A
1796,outside in Zlobin,Croatia,22.2.1999.,1999-02-22,1m,1,Agelenidae,Inermocoelotes,anoplus,Inermocoelotes anoplus,,45.3,14.7,,Shallow subterranean habitat,#N/A
1797,Špilja pod Kapelu,Croatia,15.3.2011.,2011-03-15,"2juv m, 2 juv",4,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,119,43.184949,16.434233,TB,deep cave,#N/A
1798,Špilja pod Kapelu,Croatia,15.3.2011.,2011-03-15,2 juv,2,Agelenidae,Tegenaria,sp.,Tegenaria sp.,119,43.184949,16.434233,,deep cave,#N/A
1799,Vratolomka,Croatia,2.10.2010.,2010-10-02,"1m, 7 juv",8,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.191701,15.785015,Tb,deep cave,#N/A
1802,"Golubnjača, Žegar",Croatia,1.10.2010.,2010-10-01,"1f, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,243,44.131933,15.851054,tf,deep cave,#N/A
1803,Bundalova pećina,Croatia,3.5.2010.,2010-05-03,"1f, 1 juv",2,Agelenidae,Histopona,egonpretneri,Histopona egonpretneri,,44.195721,15.855588,Tb,deep cave,#N/A
1804,Špilja uz cestu,Croatia,1.5.2010.,2010-05-01,"1m, 1f",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.093064,16.082069,tf,deep cave,#N/A
1805,Bundalova pećina,Croatia,3.5.2010.,2010-05-03,5 juv,5,Agelenidae,Histopona,sp.,Histopona sp.,,44.195721,15.855588,,deep cave,#N/A
1806,Bundalova pećina,Croatia,3.5.2010.,2010-05-03,1 juv,1,Leptonetidae,Cataleptoneta,lingulata,Cataleptoneta lingulata,,44.195721,15.855588,tb,deep cave,#N/A
1807,Bundalova pećina,Croatia,3.5.2010.,2010-05-03,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,,44.195721,15.855588,,deep cave,#N/A
1808,Špilja uz cestu,Croatia,1.5.2010.,2010-05-01,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.093064,16.082069,tf,deep cave,#N/A
1811,Čavlinka,Croatia,2.5.2010.,2010-05-02,"1f, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,30,44.212517,15.741685,tf,deep cave,#N/A
1813,Milića špilja,Croatia,5.5.2010.,2010-05-05,1 juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,240,44.143333,15.803133,tf,deep cave,#N/A
1815,Matešićeva-Popovača sustav,Croatia,11.4.2010.,2010-04-11,1f,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,266,45.108023,15.613894,tf,deep cave,#N/A
1818,Jama pod Osojem,Croatia,22.6.2003.,2003-06-22,1 juv f,1,Linyphiidae,Palliduphantes,sp.,Palliduphantes sp.,818,43.251441,17.118374,,,#N/A
1819,Markova jama kod Tara,Croatia,31.10.1998.,1998-10-31,4 juv,4,Dysderidae,Stalita,taenaria,Stalita taenaria,95,45.319298,13.631373,Tb,deep cave,#N/A
1820,Trbušnjak,Croatia,10.6.2007.,2007-06-10,"1m, 2f",3,Linyphiidae,Diplocephalus,alpinus,Diplocephalus alpinus,,45.495969,17.263219,Tf,deep cave,#N/A
1821,Trbušnjak,Croatia,10.6.2007.,2007-06-10,1f,1,Linyphiidae,Diplocephalus,alpinus,Diplocephalus alpinus,,45.495969,17.263219,,,#N/A
1822,Trbušnjak,Croatia,10.6.2007.,2007-06-10,1m,1,Linyphiidae,Diplocephalus,alpinus,Diplocephalus alpinus,,45.495969,17.263219,,,#N/A
1823,Maksimova špilja,Croatia,22.4.2006.,2006-04-22,"3f, 3 juv",6,Linyphiidae,Diplocephalus,cristatus,Diplocephalus cristatus,493,45.518313,17.68695,Tx,deep cave,#N/A
1825,Jelenova špilja,Croatia,21.4.2006.,2006-04-21,1f,1,Linyphiidae,Centromerus,sellarius,Centromerus sellarius,565,45.517695,17.668982,tf,deep cave,#N/A
1830,Uviraljka,Croatia,6.11.2004.,2004-11-06,"1m, 4juv",5,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,810,45.522243,17.62067,,deep cave,#N/A
1831,Antina špilja,Croatia,17.7.2004.,2004-07-17,1m,1,Agelenidae,Histopona,luxurians,Histopona luxurians,,45.497475,17.856553,tf,deep cave,#N/A
1832,Suhodolka,Croatia,5.6.2007.,2007-06-05,"2f, 3 juv",5,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,658,45.504451,17.698877,Tf,deep cave,#N/A
1833,Uviraljka,Croatia,6.11.2004.,2004-11-06,"2f, 4 juv",6,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,810,45.522243,17.62067,Tf,deep cave,#N/A
1835,Radetina velika špilja,Croatia,21.4.2006.,2006-04-21,"3f, 1 juv",4,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,612,45.500939,17.734302,Tf,deep cave,#N/A
1836,Maksimova špilja,Croatia,8.6.2007.,2007-06-08,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,493,45.518313,17.68695,Tf,deep cave,#N/A
1837,Uviraljka,Croatia,23.4.2006.,2006-04-23,"2f, 3 juv",5,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,810,45.522243,17.62067,Tf,deep cave,#N/A
1838,Uviraljka,Croatia,6.11.2004.,2004-11-06,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,810,45.522243,17.62067,Tf,deep cave,#N/A
1839,Jelenova špilja,Croatia,21.4.2006.,2006-04-21,1f,1,Linyphiidae,Porrhomma,microps,Porrhomma microps,565,45.517695,17.668982,Tf,deep cave,#N/A
1840,Suhodolka,Croatia,5.6.2007.,2007-06-05,"1f, 1m, 1juv",3,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,658,45.504451,17.698877,Tf,deep cave,#N/A
1841,Uviraljka,Croatia,19.7.2004.,2004-07-19,2f,2,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,810,45.522243,17.62067,Tf,deep cave,#N/A
1842,Uviraljka,Croatia,19.7.2004.,2004-07-19,"2f, 8 juv",1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,810,45.522243,17.62067,Tf,deep cave,#N/A
1843,Suhodolka,Croatia,5.6.2007.,2007-06-05,"2m, 2 juv",4,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,658,45.504451,17.698877,Tf,deep cave,#N/A
1844,Uviraljka,Croatia,20.4.2006.,2006-04-20,1m,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,810,45.522243,17.62067,Tf,deep cave,#N/A
1845,Uviraljka,Croatia,20.4.2006.,2006-04-20,"1f, 2m",3,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,810,45.522243,17.62067,Tf,deep cave,#N/A
1846,Kovačica jama,Croatia,2.10.2006.,2006-10-02,1m,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.519178,17.65444,Tf,deep cave,#N/A
1847,Uviraljka,Croatia,20.4.2006.,2006-04-20,1f,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,810,45.522243,17.62067,Tf,deep cave,#N/A
1848,Trbušnjak,Croatia,10.6.2007.,2007-06-10,"1f, 1 juv",2,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.495969,17.263219,Tf,deep cave,#N/A
1849,Trbušnjak,Croatia,10.6.2007.,2007-06-10,"1f, 1m",2,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.495969,17.263219,Tf,deep cave,#N/A
1850,Trbušnjak,Croatia,10.6.2007.,2007-06-10,1f,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.495969,17.263219,Tf,deep cave,#N/A
1851,Trbušnjak,Croatia,10.6.2007.,2007-06-10,3m,3,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,,45.495969,17.263219,Tf,deep cave,#N/A
1852,Špilja u kamenolomu Tounj,Croatia,2.4.2011.,2011-04-02,"2f, 1 juv",3,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,263,45.245525,15.318946,Tb,deep cave,#N/A
1853,Špilja u kamenolomu Tounj,Croatia,2.4.2011.,2011-04-02,"1f, 1 juv m",2,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,263,45.245525,15.318946,Tf,deep cave,#N/A
1856,Zmajeva špilja,Croatia,12.3.2011.,2011-03-12,1m,1,Linyphiidae,Gen. 6,sp. 1,Gen. 6 sp. 1,,43.269174,16.598972,,,#N/A
1857,Jama za Mahrincem,Croatia,12.3.2011.,2011-03-12,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,54,43.344348,16.74088,tf,deep cave,#N/A
1858,Jama kod Matešića stana,Croatia,14.3.2011.,2011-03-14,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.305943,16.75112,tf,deep cave,#N/A
1859,Bazgovača,Croatia,13.3.2011.,2011-03-13,1m,1,Tetragnathidae,Metellina,merianae,Metellina merianae,,43.30647,16.622143,Tf,deep cave,#N/A
1860,Jama za Mahrincem,Croatia,12.3.2011.,2011-03-12,1f,1,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,54,43.344348,16.74088,,deep cave,#N/A
1861,Rudnik Minjera,Croatia,13.3.2011.,2011-03-13,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.361342,16.60633,tf,deep cave,#N/A
1863,Rudnik Minjera,Croatia,13.3.2011.,2011-03-13,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.361342,16.60633,tf,deep cave,#N/A
1866,Ješkalovica,Croatia,12.3.2011.,2011-03-12,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,155,43.299857,16.839313,tf,deep cave,#N/A
1867,Bazgovača,Croatia,13.3.2011.,2011-03-13,1m,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.30647,16.622143,Tf,deep cave,#N/A
1868,Bazgovača,Croatia,13.3.2011.,2011-03-13,1m,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.30647,16.622143,Tf,deep cave,#N/A
1869,Jama kod Matešića stana,Croatia,14.3.2011.,2011-03-14,"1m, 5 f",6,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.305943,16.75112,Tf,deep cave,#N/A
1870,Bazgovača,Croatia,13.3.2011.,2011-03-13,1m,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.30647,16.622143,Tf,deep cave,#N/A
1871,Jama kod Matešića stana,Croatia,13.3.2011.,2011-03-13,1f,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.305943,16.75112,Tf,deep cave,#N/A
