sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,elevation,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates,unique species count,deepest air temperature,média temperature,Temp anual,Temp anual.1,TempRange,Prec,land_use_code,LGM_dist_km,media humidity,deepest air humidity,Main entrance width (Dimenzije glavnog ulaza (širina)),Main entrance hught (Dimenzije glavnog ulaza (visina)),Number of entrances (Broj ulaza),Cave length (Duljina (m)),Horizontal cave length (Horizontalna duljina (m)),Cave depth (Dubina (m))
5042,Miličevića pećina,Croatia,5.11.2016.,2016-11-05,"2f, 1juv",3,Leptonetidae,Sulcia,sp. 1,Sulcia sp. 1,527,43.534.495,16.564.289,Tf,deep cave,,2,,"12,2","14,35266685","14,35266685","25,30800056",833,33,"106,1704139",,,,,,,,
5043,Miličevića pećina,Croatia,5.11.2016.,2016-11-05,1f,1,Leptonetidae,Sulcia,sp. 1,Sulcia sp. 1,527,43.534.495,16.564.289,Tf,deep cave,,2,,"12,2","14,35266685","14,35266685","25,30800056",833,33,"106,1704139",,,,,,,,
5045,Tanki Ratac,Croatia,29.6.2017.,2017-06-29,"3m, 4f",7,Leptonetidae,Barusia,maheni,Barusia maheni,215,43.360.229,16.569.356,tf,deep cave,,3,,"16,6","14,83833313","14,83833313","25,04799843",787,17,"111,4255656",91,,nan,nan,1,nan,nan,nan
5046,Činjadra,Croatia,1.7.2017.,2017-07-01,"5f, 1juvf, 3juv",9,Leptonetidae,Barusia,maheni,Barusia maheni,364,43.339.771,16.599.423,tf,deep cave,,2,,"15,1","15,05266666","15,05266666","25,05999947",793,28,"109,3832783",,,4,1,1,nan,83,0
5050,Jezero na Gatuli,Croatia,4.7.2017.,2017-07-04,2m,2,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,54,42.960.756,16.003.363,tb,deep cave,,1,"15,6","16,1","16,36354256","16,36354256","22,04166794",542,26,"194,3326648",92,93,7,3,1,nan,29,27
5051,Jezero na Gatuli,Croatia,4.7.2017.,2017-07-04,"2juvm, 5 juv",7,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,54,42.960.756,16.003.363,tb,deep cave,,1,"15,6","16,1","16,36354256","16,36354256","22,04166794",542,26,"194,3326648",92,93,7,3,1,nan,29,27
5052,Jezero na Gatuli,Croatia,4.7.2017.,2017-07-04,"5m, 8 females, 7 juv",2,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,54,42.960.756,16.003.363,tb,deep cave,,1,"15,6","16,1","16,36354256","16,36354256","22,04166794",542,26,"194,3326648",92,93,7,3,1,nan,29,27
5053,Tanki Ratac,Croatia,29.6.2017.,2017-06-29,"2juvm, 3f, 3juv",8,Leptonetidae,Barusia,maheni,Barusia maheni,215,43.360.229,16.569.356,tf,deep cave,,3,,"16,6","14,83833313","14,83833313","25,04799843",787,17,"111,4255656",91,,nan,nan,1,nan,nan,nan
5054,Tanki Ratac,Croatia,29.6.2017.,2017-06-29,1m,1,Leptonetidae,Barusia,maheni,Barusia maheni,215,43.360.229,16.569.356,tf,deep cave,,3,,"16,6","14,83833313","14,83833313","25,04799843",787,17,"111,4255656",91,,nan,nan,1,nan,nan,nan
5055,Tanki Ratac,Croatia,29.6.2017.,2017-06-29,"3f, 1m",4,Leptonetidae,Barusia,maheni,Barusia maheni,215,43.360.229,16.569.356,tf,deep cave,,3,,"16,6","14,83833313","14,83833313","25,04799843",787,17,"111,4255656",91,,nan,nan,1,nan,nan,nan
5056,Tanki Ratac,Croatia,29.6.2017.,2017-06-29,"1f, 1juvm, 2juv+1juv Liny",5,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,215,43.360.229,16.569.356,tf,deep cave,,3,,"16,6","14,83833313","14,83833313","25,04799843",787,17,"111,4255656",91,,nan,nan,1,nan,nan,nan
5057,Tanki Ratac,Croatia,29.6.2017.,2017-06-29,3juv,3,Agelenidae,Tegenaria,sp.,Tegenaria sp.,215,43.360.229,16.569.356,,,,3,,"16,6","14,83833313","14,83833313","25,04799843",787,17,"111,4255656",91,,nan,nan,1,nan,nan,nan
5058,Činjadra,Croatia,1.7.2017.,2017-07-01,3 f/juv,3,Leptonetidae,Barusia,maheni,Barusia maheni,364,43.339.771,16.599.423,tf,deep cave,,2,,"15,1","15,05266666","15,05266666","25,05999947",793,28,"109,3832783",,,4,1,1,nan,83,0
5061,Jezero na Gatuli,Croatia,4.7.2017.,2017-07-04,1f,1,Dysderidae,Folkia,sp. 1,Folkia sp. 1,54,42.960.756,16.003.363,TB,deep cave,,1,"15,6","16,1","16,36354256","16,36354256","22,04166794",542,26,"194,3326648",92,93,7,3,1,nan,29,27
5066,Sistem Velika-Velika,Croatia,22.6.2017.,2017-06-22,1juv,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,1410,43.330.129,17.048.357,tb,deep cave,,3,,"2,2","7,993500233","7,993500233","24,5",945,23,"65,95384936",99,,5,4,1,135,71,48
5067,Sistem Velika-Velika,Croatia,22.6.2017.,2017-06-22,"3f, 5juv",8,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1410,43.330.129,17.048.357,Tf,deep cave,,3,,"2,2","7,993500233","7,993500233","24,5",945,23,"65,95384936",99,,5,4,1,135,71,48
5068,Jama pod Stipkovcem,Croatia,22.6.2017.,2017-06-22,"1f, 1juvm",2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,1345,43.309.002,17.065.079,tb,deep cave,,5,,"9,4","7,993500233","7,993500233","24,5",945,28,"66,53927382",95,,,,,,,
5069,Jama pod Stipkovcem,Croatia,22.6.2017.,2017-06-22,"2f, 2juv",4,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1345,43.309.002,17.065.079,Tf,deep cave,,5,,"9,4","7,993500233","7,993500233","24,5",945,28,"66,53927382",95,,,,,,,
5070,Sistem Velika-Velika,Croatia,22.6.2017.,2017-06-22,1f,1,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1410,43.330.129,17.048.357,Tf,deep cave,,3,,"2,2","7,993500233","7,993500233","24,5",945,23,"65,95384936",99,,5,4,1,135,71,48
5071,Sistem Velika-Velika,Croatia,22.6.2017.,2017-06-22,1juv,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,1410,43.330.129,17.048.357,tb,deep cave,,3,,"2,2","7,993500233","7,993500233","24,5",945,23,"65,95384936",99,,5,4,1,135,71,48
5074,SOB 188,Croatia,23.6.2017.,2017-06-23,1f,1,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1557,43.344.045,17.057.588,Tf,deep cave,,3,"2,9","3,15","8,441666603","8,441666603","24,99200058",947,32,"63,85343176",80,82,,,,,,
5075,Tučepska vilenjača,Croatia,24.6.2017.,2017-06-24,1f-samo opistosoma,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1242,43.286.465,17.083.638,Tb,deep cave,,8,"10,6","10,731","9,67800045","9,67800045","24,96000099",926,26,"67,32747088",,,6,0.8,1,nan,28,35
5076,Tučepska vilenjača,Croatia,24.6.2017.,2017-06-24,"1f, 1m, 1juv",3,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,1242,43.286.465,17.083.638,Tb,deep cave,,8,"10,6","10,731","9,67800045","9,67800045","24,96000099",926,26,"67,32747088",,,6,0.8,1,nan,28,35
5078,Tučepska vilenjača,Croatia,24.6.2017.,2017-06-24,"1m, 5juv",6,Agelenidae,Histopona,conveniens,Histopona conveniens,1242,43.286.465,17.083.638,Tf,deep cave,,8,"10,6","10,731","9,67800045","9,67800045","24,96000099",926,26,"67,32747088",,,6,0.8,1,nan,28,35
5079,Tučepska vilenjača,Croatia,24.6.2017.,2017-06-24,"1f, 1juvf, 2juv",4,Leptonetidae,Sulcia,sp.,Sulcia sp.,1242,43.286.465,17.083.638,,,,8,"10,6","10,731","9,67800045","9,67800045","24,96000099",926,26,"67,32747088",,,6,0.8,1,nan,28,35
5081,Tučepska vilenjača,Croatia,24.6.2017.,2017-06-24,"1m ostaci, 1 juv ostaci",2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1242,43.286.465,17.083.638,Tb,deep cave,,8,"10,6","10,731","9,67800045","9,67800045","24,96000099",926,26,"67,32747088",,,6,0.8,1,nan,28,35
5083,Amfora,Croatia,3.6.2017.,2017-06-03,2juv,2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,1530,43.346.701,17.046.656,tb,deep cave,,2,,"4,717","8,441666603","8,441666603","24,99200058",947,26,"64,60005286","85,733",,8,6,1,nan,468,778
5084,Požega,Croatia,1.6.2017.,2017-06-01,1m,1,Eutichuridae,Cheiracanthium,effossum,Cheiracanthium effossum,1410,43.330.293,1.704.711,,,,1,,"4,35","7,993500233","7,993500233","24,5",945,23,"66,04902349","95,5",,,,,,,
5086,Amfora,Croatia,3.6.2017.,2017-06-03,1f,1,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1530,43.346.701,17.046.656,Tf,deep cave,,2,,"4,717","8,441666603","8,441666603","24,99200058",947,26,"64,60005286","85,733",,8,6,1,nan,468,778
5089,Jama pod Kamenitim vratima,Croatia,31.5.2017.,2017-05-31,1f,1,Dysderidae,Harpactea,mateparlovi,Harpactea mateparlovi,1254,4.330.085,17.119.314,Tf,deep cave,,1,"6,5",5,"9,092166901","9,092166901",25,931,23,"62,95176923",93,,3,15,1,nan,312,499
5090,Mokre noge,Croatia,30.5.2017.,2017-05-30,"1f, 2juv",3,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1367,4.329.671,17.090.621,Tf,deep cave,,1,,"4,45","9,092166901","9,092166901",25,931,29,"65,6832495","97,75",,4,7,1,1563,720,831
5091,Mokre noge,Croatia,30.5.2017.,2017-05-30,"4f, 1juv",5,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1367,4.329.671,17.090.621,Tf,deep cave,,1,,"4,45","9,092166901","9,092166901",25,931,29,"65,6832495","97,75",,4,7,1,1563,720,831
5092,Mokre noge,Croatia,30.5.2017.,2017-05-30,1f,1,Linyphiidae,Troglohyphantes,sp. 8,Troglohyphantes sp. 8,1367,4.329.671,17.090.621,Tf,deep cave,,1,,"4,45","9,092166901","9,092166901",25,931,29,"65,6832495","97,75",,4,7,1,1563,720,831
5117,Bukovac,Croatia,27.7.2017.,2017-07-27,"1m, 2juv",3,Dysderidae,Parastalita,stygia,Parastalita stygia,817,4.534.318,14.757.647,Tb,deep cave,,5,,"7,8","7,299499989","7,299499989","26,94799995",1530,24,"409,5782937","96,5",,8,5,1,nan,136,2
5118,Medvjeđa špilja,Croatia,27.7.2017.,2017-07-27,1juv m,1,Dysderidae,Stalita,pretneri,Stalita pretneri,758,45.363.572,14.757.905,Tb,deep cave,,3,,"10,95","7,299499989","7,299499989","26,94799995",1530,25,"411,6907421",,,nan,nan,1,nan,nan,nan
5119,Medvjeđa špilja,Croatia,27.7.2017.,2017-07-27,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,758,45.363.572,14.757.905,Tb,deep cave,,3,,"10,95","7,299499989","7,299499989","26,94799995",1530,25,"411,6907421",,,nan,nan,1,nan,nan,nan
5120,Medvjeđa špilja,Croatia,27.7.2017.,2017-07-27,"3f, 1juv",4,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,758,45.363.572,14.757.905,tb,deep cave,,3,,"10,95","7,299499989","7,299499989","26,94799995",1530,25,"411,6907421",,,nan,nan,1,nan,nan,nan
5121,Medvjeđa špilja,Croatia,27.7.2017.,2017-07-27,svlakovi 2m i 2 juv,4,Dysderidae,Stalita,pretneri,Stalita pretneri,758,45.363.572,14.757.905,Tb,deep cave,,3,,"10,95","7,299499989","7,299499989","26,94799995",1530,25,"411,6907421",,,nan,nan,1,nan,nan,nan
5147,Vranja peć,Croatia,2.11.2016.,2016-11-02,1m,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,261,42.868.266,17.812.427,Tb,deep cave,,2,"15,65","16,683","15,15533352","15,15533352","26,40799904",1060,21,"72,71378675",,,1,1,1,188,149,49.5
5148,Vranja peć,Croatia,2.11.2016.,2016-11-02,1f,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,261,42.868.266,17.812.427,,deep cave,,2,"15,65","16,683","15,15533352","15,15533352","26,40799904",1060,21,"72,71378675",,,1,1,1,188,149,49.5
5151,Šipun,Croatia,31.10.2016.,2016-10-31,3juv,3,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
5152,Šipun,Croatia,31.10.2016.,2016-10-31,1juv,1,Agelenidae,Histopona,dubia,Histopona dubia,,42.583.646,18.217.986,tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
5153,Kaverna 781,Croatia,31.10.2016.,2016-10-31,4juv,4,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,55,4.252.633,183.382,Tb,deep cave,,4,,"12,3","16,00799942","16,00799942","24,41199875",1258,21,"110,0890104",99,,1,1.3,1,nan,142,0
5155,Kukor,Croatia,4.11.2016.,2016-11-04,"2f, 1juv",3,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,587,43.355.609,16.991.707,tb,deep cave,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
5156,Kukor,Croatia,4.11.2016.,2016-11-04,"1m, 2f, 4juv",7,Leptonetidae,Sulcia,sp. 3,Sulcia sp. 3,587,43.355.609,16.991.707,Tb,deep cave,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
5157,Maklutača,Croatia,5.11.2016.,2016-11-05,"6f, 1juvm",7,Linyphiidae,Troglohyphantes,strandi,Troglohyphantes strandi,415,43.569.268,16.620.515,tb,deep cave,,6,,"6,25","11,86699963","11,86699963","25,86800003",883,29,"99,53597793",,,11,6.5,1,152,140,39
5158,Maklutača,Croatia,5.11.2016.,2016-11-05,1m,1,Linyphiidae,Troglohyphantes,giromettai,Troglohyphantes giromettai,415,43.569.268,16.620.515,tf,deep cave,,6,,"6,25","11,86699963","11,86699963","25,86800003",883,29,"99,53597793",,,11,6.5,1,152,140,39
5159,Šipun,Croatia,31.10.2016.,2016-10-31,1juv,1,Pholcidae,Pholcus,sp.,Pholcus sp.,,42.583.646,18.217.986,,,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
5160,Šipun,Croatia,31.10.2016.,2016-10-31,1juv,1,Agelenidae,Histopona,dubia,Histopona dubia,,42.583.646,18.217.986,tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
5161,Šipun,Croatia,31.10.2016.,2016-10-31,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
5162,Špilja u Žarmi,Croatia,3.11.2016.,2016-11-03,1f,1,Dysderidae,Dysdera,ninnii,Dysdera ninnii,40,42.935.427,1.743.822,Tx,,,7,"13,05","13,05","16,30899048","16,30899048","26,72631454",906,21,"84,49485396","87,3","87,3",3,3,1,28,22,9.5
5163,Špilja u Žarmi,Croatia,3.11.2016.,2016-11-03,1juv,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,40,42.935.427,1.743.822,Tb,deep cave,,7,"13,05","13,05","16,30899048","16,30899048","26,72631454",906,21,"84,49485396","87,3","87,3",3,3,1,28,22,9.5
5164,Špilja u Žarmi,Croatia,3.11.2016.,2016-11-03,1juv,1,Linyphiidae,Gen. 12,sp. 1,Gen. 12 sp. 1,40,42.935.427,1.743.822,tb,deep cave,,7,"13,05","13,05","16,30899048","16,30899048","26,72631454",906,21,"84,49485396","87,3","87,3",3,3,1,28,22,9.5
5165,Špilja u Žarmi,Croatia,3.11.2016.,2016-11-03,1m,1,Leptonetidae,Barusia,maheni,Barusia maheni,40,42.935.427,1.743.822,tf,deep cave,,7,"13,05","13,05","16,30899048","16,30899048","26,72631454",906,21,"84,49485396","87,3","87,3",3,3,1,28,22,9.5
5166,Špilja u Žarmi,Croatia,3.11.2016.,2016-11-03,1juv,1,Pholcidae,Pholcus,sp.,Pholcus sp.,40,42.935.427,1.743.822,,,,7,"13,05","13,05","16,30899048","16,30899048","26,72631454",906,21,"84,49485396","87,3","87,3",3,3,1,28,22,9.5
5171,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,590,43.229.672,17.314.159,Tf,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5172,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,1juv,1,Dysderidae,Harpactea,sp. 2,Harpactea sp. 2,590,43.229.672,17.314.159,Tb,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5173,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,"1f, 1juvf",2,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,590,43.229.672,17.314.159,Tf,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5174,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,1juvm,1,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,590,43.229.672,17.314.159,Tb,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5175,Kukor,Croatia,4.11.2016.,2016-11-04,1f,1,Agelenidae,Histopona,conveniens,Histopona conveniens,587,43.355.609,16.991.707,Tf,deep cave,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
5178,Kukor,Croatia,4.11.2016.,2016-11-04,1juv,1,Agelenidae,Histopona,conveniens,Histopona conveniens,587,43.355.609,16.991.707,Tf,deep cave,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
5179,Kukor,Croatia,4.11.2016.,2016-11-04,1juv,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,587,43.355.609,16.991.707,TB,deep cave,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
5180,Kukor,Croatia,4.11.2016.,2016-11-04,1juv m,1,Leptonetidae,Sulcia,sp.,Sulcia sp.,587,43.355.609,16.991.707,,,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
5244,Činjadra,Croatia,1.7.2017.,2017-07-01,"1m, 1f",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,364,43.339.771,16.599.423,tf,deep cave,,2,,"15,1","15,05266666","15,05266666","25,05999947",793,28,"109,3832783",,,4,1,1,nan,83,0
5250,Bezdan,Croatia,30.10.2016.,2016-10-30,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,133,42.530.343,18.316.239,tf,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
5251,Bezdan,Croatia,30.10.2016.,2016-10-30,"1f, 2juv",3,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,133,42.530.343,18.316.239,Tb,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
5254,Bezdan,Croatia,30.10.2016.,2016-10-30,"1m, 1juv",2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,133,42.530.343,18.316.239,Tb,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
5255,Jezero,Croatia,1.11.2016.,2016-11-01,1m,1,Pholcidae,Stygopholcus,skotophilus,Stygopholcus skotophilus,964,42.580.381,18.356.073,,deep cave,,8,,"7,567","12,93216705","12,93216705","24,86800003",1208,29,"104,2091301","96,5",,1,0.5,1,20.5,nan,12
5256,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,590,43.229.672,17.314.159,Tf,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5257,Špilja u Žarmi,Croatia,3.11.2016.,2016-11-03,1m,1,Dysderidae,Harpactea,rucnerorum,Harpactea rucnerorum,40,42.935.427,1.743.822,Tf,deep cave,,7,"13,05","13,05","16,30899048","16,30899048","26,72631454",906,21,"84,49485396","87,3","87,3",3,3,1,28,22,9.5
5258,Maklutača,Croatia,5.11.2016.,2016-11-05,1f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,415,43.569.268,16.620.515,,,,6,,"6,25","11,86699963","11,86699963","25,86800003",883,29,"99,53597793",,,11,6.5,1,152,140,39
5259,Močiljska špilja,Croatia,2.11.2016.,2016-11-02,1f,1,Agelenidae,Histopona,dubia,Histopona dubia,333,42.689.061,18.071.906,tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
5260,Močiljska špilja,Croatia,2.11.2016.,2016-11-02,1juv,1,Agelenidae,Histopona,sp.,Histopona sp.,333,42.689.061,18.071.906,,,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
5262,Đurovića jama,Croatia,2.11.2016.,2016-11-02,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,156,42.559.979,18.263.559,tf,deep cave,,4,,"17,267","15,93194485","15,93194485","24,30000114",1247,6,"111,7390404",,,1,2,1,156,132,17
5263,Močiljska špilja,Croatia,2.11.2016.,2016-11-02,"1f, 1juv",2,Agelenidae,Histopona,dubia,Histopona dubia,333,42.689.061,18.071.906,tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
5264,Šipun,Croatia,2.11.2016.,2016-11-02,1juv,1,Agelenidae,Histopona,sp.,Histopona sp.,,42.583.646,18.217.986,,,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
5265,Kaverna 781,Croatia,30.10.2016.,2016-10-30,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,55,4.252.633,183.382,tf,deep cave,,4,,"12,3","16,00799942","16,00799942","24,41199875",1258,21,"110,0890104",99,,1,1.3,1,nan,142,0
5271,Jama na Benkotovu,Croatia,27.6.2017.,2017-06-27,"1juvm, 1juvf, 2juv",4,Leptonetidae,Barusia,maheni,Barusia maheni,120,4.337.569,16.272.059,tf,deep cave,,3,,"15,2","15,939394","15,939394","23,43181801",720,29,"142,4731318","93,667",,1.8,2.5,1,41.1,17.6,30.2
5272,Jama na Benkotovu,Croatia,27.6.2017.,2017-06-27,3juv,3,Agelenidae,Tegenaria,sp.,Tegenaria sp.,120,4.337.569,16.272.059,,,,3,,"15,2","15,939394","15,939394","23,43181801",720,29,"142,4731318","93,667",,1.8,2.5,1,41.1,17.6,30.2
5274,Jama na Benkotovu,Croatia,27.6.2017.,2017-06-27,"6f, 1m, 2juvm",9,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,120,4.337.569,16.272.059,Tf,deep cave,,3,,"15,2","15,939394","15,939394","23,43181801",720,29,"142,4731318","93,667",,1.8,2.5,1,41.1,17.6,30.2
5275,Jama na Benkotovu,Croatia,27.6.2017.,2017-06-27,"2m, 3f, 3juv",8,Leptonetidae,Barusia,maheni,Barusia maheni,120,4.337.569,16.272.059,tf,deep cave,,3,,"15,2","15,939394","15,939394","23,43181801",720,29,"142,4731318","93,667",,1.8,2.5,1,41.1,17.6,30.2
5277,Jama na Benkotovu,Croatia,27.6.2017.,2017-06-27,1m,1,Familia x,Gen.,sp.,Gen. sp.,120,4.337.569,16.272.059,,,,3,,"15,2","15,939394","15,939394","23,43181801",720,29,"142,4731318","93,667",,1.8,2.5,1,41.1,17.6,30.2
5413,Bezdan,Croatia,16.4.2017.,2017-04-16,1m,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,133,42.530.343,18.316.239,Tb,deep cave,,2,,"14,7","16,13833237","16,13833237","24,16666794",1249,23,"112,0435418",,,0.5,0.3,1,nan,12,22
5421,Jama pod Gažnovcem,Croatia,18.9.2016.,2016-09-18,4juv,4,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,590,43.229.672,17.314.159,Tb,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5422,Jama pod Gažnovcem,Croatia,18.9.2016.,2016-09-18,1f,1,Agelenidae,Histopona,conveniens,Histopona conveniens,590,43.229.672,17.314.159,Tf,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5423,Jama pod Gažnovcem,Croatia,18.9.2016.,2016-09-18,2juv,2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,590,43.229.672,17.314.159,Tb,deep cave,,8,,"11,6","12,67833328","12,67833328","26,74400139",940,23,"59,1740747","99,2",,0.6,1,1,45,41,3.5
5431,Vranja peć,Croatia,20.10.2016.,2016-10-20,1juv/f,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,261,42.868.266,17.812.427,Tb,deep cave,,2,"15,65","16,683","15,15533352","15,15533352","26,40799904",1060,21,"72,71378675",,,1,1,1,188,149,49.5
5435,Kaverna 781,Croatia,20.10.2016.,2016-10-20,2juv,2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,55,4.252.633,183.382,Tb,deep cave,,4,,"12,3","16,00799942","16,00799942","24,41199875",1258,21,"110,0890104",99,,1,1.3,1,nan,142,0
5437,Mandina jama,Croatia,22.10.2016.,2016-10-22,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,66,43.083.116,17.606.299,Tb,deep cave,,5,,"12,3","16,30433273","16,30433273","28,61999893",999,23,"55,28020586",100,,3.2,1.6,1,45,13,35
5439,Mandina jama,Croatia,22.10.2016.,2016-10-22,1juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,66,43.083.116,17.606.299,,deep cave,,5,,"12,3","16,30433273","16,30433273","28,61999893",999,23,"55,28020586",100,,3.2,1.6,1,45,13,35
5440,Mandina jama,Croatia,22.10.2016.,2016-10-22,1f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,66,43.083.116,17.606.299,,,,5,,"12,3","16,30433273","16,30433273","28,61999893",999,23,"55,28020586",100,,3.2,1.6,1,45,13,35
5441,Mandina jama,Croatia,22.10.2016.,2016-10-22,1juv,1,Liocranidae,Liocranum,sp.,Liocranum sp.,66,43.083.116,17.606.299,,,,5,,"12,3","16,30433273","16,30433273","28,61999893",999,23,"55,28020586",100,,3.2,1.6,1,45,13,35
