sample id
68
68
68
70
70
70
71
71
71
73
73
87
87
104
104
105
105
105
109
109
113
113
126
126
126
129
129
134
134
134
270
270
271
271
274
274
364
364
689
689
697
697
698
698
699
699
700
700
702
702
702
704
704
704
715
715
716
716
720
720
721
721
722
722
724
724
725
725
739
739
740
740
946
946
946
964
964
1014
1014
1027
1027
1030
1030
1032
1032
1152
1152
1157
1157
1157
1159
1159
1161
1161
1161
1162
1162
1162
1172
1172
1173
1173
1175
1175
1176
1176
1273
1273
1290
1290
1293
1293
1297
1297
1298
1298
1299
1299
1403
1403
1435
1435
1437
1437
1438
1438
1441
1441
1444
1444
1447
1447
1448
1448
1462
1462
1486
1486
1624
1624
1656
1656
1658
1658
1659
1659
1667
1667
1668
1668
1669
1669
1681
1681
1684
1684
1685
1685
1686
1686
1687
1687
1688
1688
1689
1689
1710
1710
1710
1712
1712
1712
1741
1741
1742
1742
1788
1788
1797
1797
1798
1798
1813
1813
1823
1823
1825
1825
1836
1836
1839
1839
1861
1861
1863
1863
1912
1912
1920
1920
1921
1921
1922
1922
1923
1923
1924
1924
1925
1925
1927
1927
1936
1936
1942
1942
1942
1965
1965
1973
1973
1981
1981
1993
1993
1998
1998
1999
1999
2006
2006
2009
2009
2027
2027
2029
2029
2030
2030
2033
2033
2040
2040
2049
2049
2060
2060
2102
2102
2102
2107
2107
2118
2118
2123
2123
2169
2169
2170
2170
2188
2188
2203
2203
2205
2205
2209
2209
2218
2218
2241
2241
2244
2244
2245
2245
2254
2254
2271
2271
2370
2370
2370
2371
2371
2371
2382
2382
2385
2385
2386
2386
2390
2390
2400
2400
2426
2426
2427
2427
2428
2428
2488
2488
2493
2493
2494
2494
2500
2500
2502
2502
2510
2510
2511
2511
2512
2512
2535
2535
2537
2537
2538
2538
2546
2546
2546
2565
2565
2566
2566
2568
2568
2580
2580
2580
2623
2623
2651
2651
2651
2704
2704
2704
2712
2712
2771
2771
2772
2772
2773
2773
2774
2774
2775
2775
2901
2901
3012
3012
3013
3013
3014
3014
3015
3015
3016
3016
3023
3023
3025
3025
3038
3038
3040
3040
3041
3041
3042
3042
3043
3043
3044
3044
3045
3045
3047
3047
3048
3048
3049
3049
3069
3069
3120
3120
3187
3187
3263
3263
3264
3264
3265
3265
3266
3266
3268
3268
3269
3269
3272
3272
3274
3274
3275
3275
3276
3276
3277
3277
3278
3278
3280
3280
3281
3281
3284
3284
3287
3287
3369
3369
3369
3370
3370
3370
3549
3549
3552
3552
3553
3553
3557
3557
3557
3581
3581
3597
3597
3598
3598
3601
3601
3602
3602
3603
3603
3624
3624
3625
3625
3626
3626
3628
3628
3630
3630
3631
3631
3836
3836
3841
3841
3847
3847
3847
3858
3858
3859
3859
3860
3860
3885
3885
3885
3888
3888
3890
3890
3893
3893
3894
3894
3895
3895
3901
3901
3902
3902
3906
3906
3908
3908
3908
3910
3910
3912
3912
3913
3913
3913
3914
3914
3916
3916
3919
3919
3932
3932
3933
3933
3934
3934
3935
3935
3936
3936
3937
3937
3961
3961
3962
3962
3995
3995
3995
4013
4013
4014
4014
4015
4015
4017
4017
4018
4018
4032
4032
4033
4033
4037
4037
4038
4038
4038
4042
4042
4075
4075
4076
4076
4077
4077
4078
4078
4080
4080
4084
4084
4087
4087
4088
4088
4089
4089
4248
4248
4278
4278
4278
4279
4279
4279
4288
4288
4288
4289
4289
4289
4290
4290
4293
4293
4297
4297
4300
4300
4301
4301
4304
4304
4304
4305
4305
4305
4317
4317
4318
4318
4344
4344
4344
4374
4374
4392
4392
4393
4393
4394
4394
4395
4395
4396
4396
4399
4399
4402
4402
4403
4403
4415
4415
4415
4416
4416
4416
4420
4420
4421
4421
4422
4422
4423
4423
4430
4430
4430
4432
4432
4433
4433
4433
4434
4434
4434
4437
4437
4438
4438
4492
4492
4500
4500
4501
4501
4506
4506
4508
4508
4710
4710
4712
4712
4714
4714
4812
4812
4812
4816
4816
4817
4817
4818
4818
4819
4819
4820
4820
4897
4897
4904
4904
4908
4908
4923
4923
4923
4977
4977
4978
4978
4979
4979
4980
4980
4981
4981
4991
4991
4992
4992
4993
4993
4994
4994
4996
4996
5032
5032
5032
5033
5033
5033
5034
5034
5034
5035
5035
5035
5075
5075
5075
5076
5076
5076
5078
5078
5078
5079
5079
5079
5081
5081
5081
5157
5157
5158
5158
5258
5258
5452
5452
5452
5473
5473
5474
5474
5475
5475
5477
5477
5478
5478
5563
5563
5691
5691
5716
5716
5717
5717
5718
5718
5719
5719
5771
5771
5783
5783
5784
5784
5856
5856
5858
5858
5870
5870
5871
5871
6092
6092
6287
6287
6288
6288
6290
6290
6321
6321
6325
6325
6446
6446
6447
6447
6448
6448
6449
6449
6450
6450
6451
6451
6647
6647
6649
6649
6650
6650
6651
6651
6652
6652
6653
6653
6655
6655
6683
6683
6684
6684
6869
6869
6869
7329
7329
7330
7330
7331
7331
7333
7333
7478
7478
7799
7799
7799
7800
7800
7800
7801
7801
7801
7802
7802
7802
7803
7803
7804
7804
7806
7806
7995
7995
7995
7996
7996
7996
8383
8383
8384
8384
8385
8385
8386
8386
8387
8387
8388
8388
8389
8389
8390
8390
8391
8391
8392
8392
8393
8393
8394
8394
8395
8395
8396
8396
8397
8397
8398
8398
8646
8646
8647
8647
8649
8649
8649
8765
8765
8766
8766
8767
8767
8788
8788
8792
8792
8792
8794
8794
8795
8795
8796
8796
8802
8802
8804
8804
8805
8805
8806
8806
8824
8824
8824
8831
8831
8875
8875
8876
8876
8904
8904
8905
8905
8930
8930
8930
8931
8931
9199
9199
9201
9201
9202
9202
9248
9248
9249
9249
9257
9257
9259
9259
