sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature;deepest air temperature;média temperature
2165;Jama iznad Prozor?i?a;Croatia;26.10.2006.;2006-10-26;2f;2;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;617;4 338 381;16 932 036;tx;deep cave;433 838 116 932 036;5;;12,5;8,9
2169;Samogorska špilja;Croatia;25.5.2005.;2005-05-25;1 f;1;Linyphiidae;Gen. 8;sp. 1;Gen. 8 sp. 1;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2169;Samogorska špilja;Croatia;25.5.2005.;2005-05-25;1 f;1;Linyphiidae;Gen. 8;sp. 1;Gen. 8 sp. 1;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2170;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;1 f;1;Linyphiidae;Gen. 8;sp. 1;Gen. 8 sp. 1;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2170;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;1 f;1;Linyphiidae;Gen. 8;sp. 1;Gen. 8 sp. 1;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2180;Brikinjava špilja;Croatia;17.11.2005.;2005-11-17;3f, 1 juv m, 1 juv;5;Leptonetidae;Barusia;maheni;Barusia maheni;740;43 345 181;17 096 904;tf;deep cave;4 334 518 117 096 900;3;;;5,533
2181;Brikinjava špilja;Croatia;21.3.2003.;2003-03-21;1f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;740;43 345 181;17 096 904;;;4 334 518 117 096 900;3;;;5,533
2182;Kukor;Croatia;19.6.2002.;2002-06-19;1f, 1 juv;2;Leptonetidae;Sulcia;sp.;Sulcia sp.;425;43 355 609;16 991 707;;;4 335 560 916 991 700;10;;;15,4
2183;Gradska spila;Croatia;19.11.2005.;2005-11-19;1f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;755;43 318 029;17 117 623;;;4 331 802 917 117 620;4;;;6,6
2185;Gradska spila;Croatia;25.5.2004.;2004-05-25;2f, 1juv m, 3 juv;6;Leptonetidae;Sulcia;sp.;Sulcia sp.;755;43 318 029;17 117 623;;;4 331 802 917 117 620;4;;;6,6
2186;Stonjska pe? donja;Croatia;27.10.2003.;2003-10-27;1 juv m, 1f;2;Leptonetidae;Sulcia;sp.;Sulcia sp.;608;43 315 167;17 130 659;;;4 331 516 717 130 650;6;;;
2188;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;2f, 6 juv;8;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2188;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;2f, 6 juv;8;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2190;Kukor;Croatia;28.7.2006.;2006-07-28;1f;1;Leptonetidae;Barusia;maheni;Barusia maheni;425;43 355 609;16 991 707;tf;deep cave;4 335 560 916 991 700;10;;;15,4
2192;Špilja na Mrždolcu;Croatia;21.11.2005.;2005-11-21;1f, 1 juv m, 1 juv;3;Leptonetidae;Barusia;maheni;Barusia maheni;461;43 405 319;17 014 811;tf;deep cave;4 340 531 917 014 810;3;;;7,5
2194;Gradska spila;Croatia;4.4.2006.;2006-04-04;1f, 1 juv m, 3 juv;5;Leptonetidae;Sulcia;sp.;Sulcia sp.;755;43 318 029;17 117 623;;;4 331 802 917 117 620;4;;;6,6
2196;Kukor;Croatia;24.9.2001.;2001-09-24;1f, 1 juv;2;Leptonetidae;Barusia;maheni;Barusia maheni;425;43 355 609;16 991 707;tf;deep cave;4 335 560 916 991 700;10;;;15,4
2197;Pasji manastir;Croatia;20.3.2004.;2004-03-20;1f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;712;43 367 864;16 970 923;;;4 336 786 416 970 920;2;;;
2203;Samogorska špilja;Croatia;25.5.2005.;2005-05-25;3f, 3 juvm, 1 juv;7;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2203;Samogorska špilja;Croatia;25.5.2005.;2005-05-25;3f, 3 juvm, 1 juv;7;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2205;Samogorska špilja;Croatia;4.4.2006.;2006-04-04;6f, 1 juv;7;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2205;Samogorska špilja;Croatia;4.4.2006.;2006-04-04;6f, 1 juv;7;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2207;Stonjska pe? donja;Croatia;27.10.2003.;2003-10-27;2f, 1 juvm;3;Leptonetidae;Barusia;maheni;Barusia maheni;608;43 315 167;17 130 659;tf;deep cave;4 331 516 717 130 650;6;;;
2209;Samogorska špilja;Croatia;25.5.2005.;2005-05-25;1f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2209;Samogorska špilja;Croatia;25.5.2005.;2005-05-25;1f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2212;Jama na Brezdanu;Croatia;20.3.2004.;2004-03-20;1f, 2 juv;3;Leptonetidae;Sulcia;sp.;Sulcia sp.;915;43 369 901;16 973 172;;;4 336 990 116 973 170;3;;8,5;8,5
2218;Samogorska špilja;Croatia;4.4.2006.;2006-04-04;2f, 2 juv;4;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;;13,1
2218;Samogorska špilja;Croatia;4.4.2006.;2006-04-04;2f, 2 juv;4;Leptonetidae;Sulcia;sp.;Sulcia sp.;717;43 318 227;17 121 122;;;4 331 822 717 121 120;6;;7,1;4,967
2219;Matijaševa pe?;Croatia;4.4.2006.;2006-04-04;2f;2;Leptonetidae;Sulcia;sp.;Sulcia sp.;584;43 320 551;17 122 321;;;4 332 055 117 122 320;6;;8,3;6,933
2222;Matijaševa pe?;Croatia;4.4.2006.;2006-04-04;1f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;584;43 320 551;17 122 321;;;4 332 055 117 122 320;6;;8,3;6,933
2223;Kukor;Croatia;6.4.2006.;2006-04-06;1 juv f;1;Leptonetidae;Sulcia;sp.;Sulcia sp.;425;43 355 609;16 991 707;;;4 335 560 916 991 700;10;;;15,4
2225;Sniježnica pod Ljubljanom;Croatia;23.6.2011.;2011-06-23;1f, 1 juv;2;Linyphiidae;Troglohyphantes;dalmaticus;Troglohyphantes dalmaticus;;43 537 964;16 616 241;tf;deep cave;4 353 796 416 616 240;1;;;
2226;Sniježnica pod Ljubljanom;Croatia;23.6.2011.;2011-06-23;1f, 4 juv;5;Linyphiidae;Troglohyphantes;dalmaticus;Troglohyphantes dalmaticus;;43 537 964;16 616 241;tf;deep cave;4 353 796 416 616 240;1;;;
2227;Židovske jame;Croatia;23.4.2005.;2005-04-23;3f, 3 juv;6;Linyphiidae;Troglohyphantes;sp. 12;Troglohyphantes sp. 12;;45 997 503;16 038 982;tf;deep cave;4 599 750 316 038 980;2;;;
2228;Židovske jame;Croatia;23.4.2005.;2005-04-23;3f, 3 juv;6;Linyphiidae;Troglohyphantes;sp. 12;Troglohyphantes sp. 12;;45 997 503;16 038 982;tf;deep cave;4 599 750 316 038 980;2;;;
2229;Glogova jama;Croatia;24.8.2005.;2005-08-24;1f;1;Linyphiidae;Troglohyphantes;lesserti;Troglohyphantes lesserti;;42 573 189;18 361 688;tb;deep cave;4 257 318 918 361 680;1;;;
2230;Bedara;Croatia;24.8.2002.;2002-08-24;1f;1;Linyphiidae;Troglohyphantes;sketi;Troglohyphantes sketi;620;45 751 922;15 536 692;;deep cave;4 575 192 215 536 690;4;;;
2231;Velika pe? (Rog);Croatia;20.3.2005.;2005-03-20;3f, 1 juvm, 1juvf, 1 juv;6;Linyphiidae;Troglohyphantes;sp. 12;Troglohyphantes sp. 12;;4 593 776;1 606 234;tf;deep cave;45 937 761 606 234;4;;;
2232;Jezero;Croatia;28.5.2004.;2004-05-28;1m;1;Linyphiidae;Troglohyphantes;lesserti;Troglohyphantes lesserti;903;42 580 381;18 356 073;tb;deep cave;4 258 038 118 356 070;8;;;7,567
2233;Drinova 2;Croatia;23.3.2003.;2003-03-23;1m, 1f, 1 juvm;3;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;725;43 407 702;16 942 899;Tb;deep cave;4 340 770 216 942 890;3;;;
2234;Podrum;Croatia;22.5.2004.;2004-05-22;1m, 1 juvm;2;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;;43 234 263;17 091 929;Tb;deep cave;4 323 426 317 091 920;2;;;
2235;Stonjska pe? donja;Croatia;27.10.2003.;2003-10-27;2m, 1f, 1 juv;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;608;43 315 167;17 130 659;Tb;deep cave;4 331 516 717 130 650;6;;;
2236;Jama na Brezdanu;Croatia;20.3.2004.;2004-03-20;1m, 1f, 1 juvm;3;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;915;43 369 901;16 973 172;Tb;deep cave;4 336 990 116 973 170;3;;8,5;8,5
2237;Kukor;Croatia;7.8.2000.;2000-08-07;5m, 3f, 4juv;12;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2238;Bužnja?a;Croatia;29.10.2003.;2003-10-29;1m;1;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;;43 370 414;16 958 245;Tb;deep cave;4 337 041 416 958 240;2;;;
2239;Kukor;Croatia;27.3.2003.;2003-03-27;1m, 1 juv;2;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2240;Gradska spila;Croatia;19.11.2005.;2005-11-19;1m, 1 f, 1 juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;755;43 318 029;17 117 623;Tb;deep cave;4 331 802 917 117 620;4;;;6,6
2241;Samogorska špilja;Croatia;25.5.2004.;2004-05-25;1m, 2 juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;;13,1
2241;Samogorska špilja;Croatia;25.5.2004.;2004-05-25;1m, 2 juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;7,1;4,967
2242;Kukor;Croatia;2.1.1999.;1999-01-02;1m;1;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2243;Kukor;Croatia;26.8.1998.;1998-08-26;1m;1;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2244;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;1m, 5 juv;6;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;;13,1
2244;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;1m, 5 juv;6;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;7,1;4,967
2245;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;1m, 2 juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;;13,1
2245;Samogorska špilja;Croatia;19.11.2005.;2005-11-19;1m, 2 juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;7,1;4,967
2247;Kukor;Croatia;29.10.2006.;2006-10-29;1m, 1f, 1 juvm;3;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2249;Gradska spila;Croatia;19.11.2005.;2005-11-19;1m, 3f, 2 juv;6;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;755;43 318 029;17 117 623;Tb;deep cave;4 331 802 917 117 620;4;;;6,6
2250;Kukor;Croatia;27.7.2004.;2004-07-27;1m, 1f;2;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2251;Kukor;Croatia;20.10.2005.;2005-10-20;1m;1;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;425;43 355 609;16 991 707;Tb;deep cave;4 335 560 916 991 700;10;;;15,4
2252;Podrum;Croatia;22.5.2004.;2004-05-22;3m, 1f, 3juv;7;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;;43 234 263;17 091 929;Tb;deep cave;4 323 426 317 091 920;2;;;
2253;Matijaševa pe?;Croatia;4.4.2006.;2006-04-04;1m, 1f;2;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;584;43 320 551;17 122 321;Tb;deep cave;4 332 055 117 122 320;6;;8,3;6,933
2254;Samogorska špilja;Croatia;4.4.2006.;2006-04-04;3m, 1f;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;;13,1
2254;Samogorska špilja;Croatia;4.4.2006.;2006-04-04;3m, 1f;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;717;43 318 227;17 121 122;Tb;deep cave;4 331 822 717 121 120;6;;7,1;4,967
2255;Stonjska pe? gornja;Croatia;27.10.2003.;2003-10-27;1m;1;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;;43 315 167;171 304;Tb;deep cave;43 315 167 171 304;4;;;
2256;Gradska spila;Croatia;4.4.2006.;2006-04-04;2m, 2 juv;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;755;43 318 029;17 117 623;Tb;deep cave;4 331 802 917 117 620;4;;;6,6
2257;Tanki Ratac;Croatia;6.1.2009.;2009-01-06;1m, 1 juvm;2;Leptonetidae;Barusia;maheni;Barusia maheni;;43 360 229;16 569 356;tf;deep cave;4 336 022 916 569 350;3;;;16,6
2258;Svetica;Croatia;16.11.2005.;2005-11-16;5m, 1f, 3 juv;9;Leptonetidae;Barusia;maheni;Barusia maheni;300;43 401 143;16 894 548;tf;deep cave;4 340 114 316 894 540;5;;;
2259;Jama u Bratušu;Croatia;27.10.2006.;2006-10-27;2m, 1f;3;Leptonetidae;Barusia;maheni;Barusia maheni;;43 328 376;16 979 405;tf;deep cave;4 332 837 616 979 400;4;;12,5;13,15
2260;Svetica;Croatia;25.10.2003.;2003-10-25;1m,1f;2;Leptonetidae;Barusia;maheni;Barusia maheni;300;43 401 143;16 894 548;tf;deep cave;4 340 114 316 894 540;5;;;
2261;Svetica;Croatia;22.5.2004.;2004-05-22;1m;1;Leptonetidae;Barusia;maheni;Barusia maheni;300;43 401 143;16 894 548;tf;deep cave;4 340 114 316 894 540;5;;;
2262;Jamski sustav Crnopac;Croatia;10.8.2011.;2011-08-10;1f;1;Linyphiidae;Troglohyphantes;sp. 9;Troglohyphantes sp. 9;;44 260 625;1 585 028;tb;deep cave;442 606 251 585 028;1;;;
2263;Špilja kod bare Vojnikuše;Croatia;3.8.2011.;2011-08-03;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;590;4 462 389;15 206 584;Tb;deep cave;446 238 915 206 584;1;;;
2264;Špilja kod bare Vojnikuše;Croatia;3.8.2011.;2011-08-03;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;590;4 462 389;15 206 584;Tb;deep cave;446 238 915 206 584;1;;;
2267;Klementina 21;Croatia;3.8.2011.;2011-08-03;1 juv m;1;Linyphiidae;Troglohyphantes;sp.;Troglohyphantes sp.;;44 650 725;15 103 309;;;4 465 072 515 103 300;1;;;
2268;Ponor Štirova?a;Croatia;7.8.2011.;2011-08-07;1f, 1 juv;2;Linyphiidae;Troglohyphantes;sp. 3;Troglohyphantes sp. 3;1060;44 693 088;15 051 176;tb;deep cave;4 469 308 815 051 170;2;;;
2269;Jama kod Lugarnice;Croatia;4.8.2011.;2011-08-04;2m, 4f, 1juv;7;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;570;45 327 864;15 092 353;tb;deep cave;4 532 786 415 092 350;3;;;8,9
2270;Jama kod Lugarnice;Croatia;4.8.2011.;2011-08-04;3f, 1m;4;Dysderidae;Parastalita;stygia;Parastalita stygia;570;45 327 864;15 092 353;Tb;deep cave;4 532 786 415 092 350;3;;;8,9
2271;Špilja Šuplja?a;Croatia;1.8.2006.;2006-08-01;1f;1;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44 228 797;15 851 735;tb;deep cave;4 422 879 715 851 730;2;;;7,7
2271;Špilja Šuplja?a;Croatia;1.8.2006.;2006-08-01;1f;1;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44 228 797;15 851 735;tb;deep cave;4 422 879 715 851 730;2;;;10,3
2272;Velika pe?ina, Gornji ?abri?i;Croatia;1.8.2006.;2006-08-01;3f, 2m, 3 juv;8;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;;44 229 974;15 855 897;tb;deep cave;4 422 997 415 855 890;4;;;
2275;Jama prvi put;Croatia;13.8.2004.;2004-08-13;1m;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;44 258 904;15 828 678;;deep cave;4 425 890 415 828 670;1;;;
2277;Vodarica;Croatia;13.6.1999.;1999-06-13;1 juv m;1;Linyphiidae;Troglohyphantes;sp.;Troglohyphantes sp.;;4 431 302;15 502 487;;;443 130 215 502 487;1;;;
2278;Rastova?a;Croatia;28.9.2006.;2006-09-28;1m, 1f, 1juv;3;Linyphiidae;Troglohyphantes;roberti;Troglohyphantes roberti;380;44 233 742;15 698 969;tb;deep cave;4 423 374 215 698 960;2;;;
2279;Jama Kao-kao;Croatia;25.7.2001.;2001-07-25;1 juv f;1;Linyphiidae;Troglohyphantes;sp.;Troglohyphantes sp.;;4 445 232;152 474;;;4 445 232 152 474;1;;;
